year,toy_num,model_name,series,photo_url
2007,J3386,Nissan Skyline,Dropstars,https://static.wikia.nocookie.net/hotwheels/images/c/c1/060.jpg/revision/latest?cb=20090715113246
2007,J3386,Nissan Skyline (2nd Color),Dropstars,https://static.wikia.nocookie.net/hotwheels/images/d/d8/Skyline_track_teal.jpg/revision/latest?cb=20090127024031
2007,J3386,Nissan Skyline (3rd Color),Dropstars,https://static.wikia.nocookie.net/hotwheels/images/a/ab/Skyline_track_silver.jpg/revision/latest?cb=20090127025753
2007,J3387,1970 Plymouth Barracuda,Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/7/71/2006-061a.jpg/revision/latest?cb=20100407063508
2007,J3387,1970 Plymouth Barracuda (2nd Color),Mopar MadnessKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Image_Not_Available.jpg/revision/latest?cb=20151025125428
2007,J3387,1970 Plymouth Barracuda (3rd Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/5/5d/2006-061d.jpg/revision/latest?cb=20100407063510
2007,J3387,1970 Plymouth Barracuda (4th Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/5/5b/2006-061b.jpg/revision/latest?cb=20100407063509
2007,J3388,Dodge Viper GTS-R,Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/1/16/Viper_GTSR_-_Mopar_Madness_Red.JPG/revision/latest?cb=20160628200401
2007,J3388,Dodge Viper GTS-R (2nd Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/5/51/Viper_GTSR_-_06_Mopar_Madness_Yellow.JPG/revision/latest?cb=20160628200300
2007,J3388,Dodge Viper GTS-R (3rd Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/d/d8/06_Viper_AGENTAIR_2.jpg/revision/latest?cb=20080915002022
2007,J3389,Dodge Tomahawk,Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/8/8f/Tomahawk_-_06MM_White.jpg/revision/latest?cb=20100208054059
2007,J3389,Dodge Tomahawk (2nd Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/f/fb/Dodge23478.jpg/revision/latest?cb=20110122172308
2007,J3390,Dodge M80,Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/f/fc/2006-064a.jpg/revision/latest?cb=20100407064227
2007,J3391,1969 Dodge Charger Daytona,Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/6/68/2006-065a.jpg/revision/latest?cb=20100407064535
2007,J3391,1969 Dodge Charger Daytona (2nd Color),Mopar Madness,https://static.wikia.nocookie.net/hotwheels/images/1/10/2006-065b.jpg/revision/latest?cb=20100407064535
2007,J3392,Honda Spocket,Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/c/cb/066_Chrome_Burnwz_Honda_Spocket_PR5.jpg/revision/latest?cb=20091002005104
2007,J3393,Humvee,Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/f/f8/Humvee_-_06_Chrome_Burnerz.jpg/revision/latest?cb=20100120053921
2007,J3393,Humvee (2nd Color),Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/e/e3/Hummer_-_06_Chrome_Burnerz.jpg/revision/latest?cb=20090117050119
2007,J3394,Cockney Cab II,Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/a/a3/Cockney_Cab_II_-_06_Chrome_Burnerz.jpg/revision/latest?cb=20100120054326
2007,J3395,What-4-2,Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/1/16/C.JPG/revision/latest?cb=20140322235042
2007,J3395,What-4-2 (2nd Color),Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/f/f8/2006-What-4-2.jpg/revision/latest?cb=20100513024004
2007,J3396,Phastasm,Chrome Burnerz,https://static.wikia.nocookie.net/hotwheels/images/0/08/Phantasm_-_06ChromeBurnerz.jpg/revision/latest?cb=20100122050030
2007,J3397,Dairy Delivery (Blings),Tag Rides,https://static.wikia.nocookie.net/hotwheels/images/7/7d/Blingdairy.jpg/revision/latest?cb=20090815123548
2007,J3398,'64 Lincoln Continental,Tag Rides,https://static.wikia.nocookie.net/hotwheels/images/b/bf/072.jpg/revision/latest?cb=20090715113344
2007,J3399,Quadra-Sound,Tag Rides,https://static.wikia.nocookie.net/hotwheels/images/4/4d/Quadra-Sound_-_06_Tag_Rides.jpg/revision/latest?cb=20100208054545
2007,J3400,Cadillac Sixteen,Tag Rides,https://static.wikia.nocookie.net/hotwheels/images/3/3d/2006-Cadillac_Sixteen.jpg/revision/latest?cb=20100513024529
2007,J3401,Hiway Hauler,Tag Rides,https://static.wikia.nocookie.net/hotwheels/images/f/ff/Hauler06RF.jpg/revision/latest?cb=20081212065039
2007,J3402,Boom Box,Spy Force,https://static.wikia.nocookie.net/hotwheels/images/a/a8/2006-Boom_Box.jpg/revision/latest?cb=20100513025114
2007,J3403,Jaguar XK8,Spy Force,https://static.wikia.nocookie.net/hotwheels/images/9/9e/Jaguar_XK8_-_06_Spy_Force.jpg/revision/latest?cb=20100120042030
2007,J3404,2001 B Engineering Edonis,Spy Force,https://static.wikia.nocookie.net/hotwheels/images/2/27/2006-2001_B_Engineering_Edonis.jpg/revision/latest?cb=20100513025201
2007,J3405,Combat Ambulance,Spy Force,https://static.wikia.nocookie.net/hotwheels/images/d/db/079.06.jpg/revision/latest?cb=20090715113447
2007,J3406,Lotus Esprit,Spy Force,https://static.wikia.nocookie.net/hotwheels/images/f/f5/Spy_Lotus_Elise.jpg/revision/latest?cb=20080608045916
2007,J3407,'32 Ford,Bone Blazers,https://static.wikia.nocookie.net/hotwheels/images/3/35/32Ford06RF.jpg/revision/latest?cb=20081229055656
2007,J3408,Audacious,Bone Blazers,https://static.wikia.nocookie.net/hotwheels/images/2/2d/Audacious_-_06_Bone_Blazers_Y5.jpg/revision/latest?cb=20100120060609
2007,J3409,'57 Chevy Bel Air,Bone BlazersNew in Mainline,https://static.wikia.nocookie.net/hotwheels/images/5/5c/%2757_Bel_Air_-_Bone_Blazers.jpg/revision/latest?cb=20090125234350
2007,J3410,Rapid Transit,Bone Blazers,https://static.wikia.nocookie.net/hotwheels/images/f/f9/2006-Rapid_Transit.jpg/revision/latest?cb=20100513025925
2007,J3411,'65 Corvette,Bone Blazers,https://static.wikia.nocookie.net/hotwheels/images/e/e8/%2765_Corvette_CIMG1896.JPG/revision/latest?cb=20111102111359
2007,J3411,'65 Corvette (2nd Color),Bone Blazers,https://static.wikia.nocookie.net/hotwheels/images/0/0a/65_Corvette_-_06_Bone_Blazers.jpg/revision/latest?cb=20100120054714
2007,J3412,'70 Chevelle,Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/b/b0/70Chevelle2006MotownRed.jpg/revision/latest?cb=20120107184514
2007,J3412,'70 Chevelle (2nd Color),Motown MetalKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/2/2f/70_Chevelle_SS_-_06_Motown_Metal.jpg/revision/latest?cb=20100120050423
2007,J3412,'70 Chevelle (3rd Color),Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/9/96/086.06.jpg/revision/latest?cb=20090715113550
2007,J3413,'65 Mustang,Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/b/b0/MotownBluePR5.jpg/revision/latest?cb=20090311035624
2007,J3413,'65 Mustang (2nd Color),Motown MetalKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/1/1e/MotownRed.jpg/revision/latest?cb=20090311034857
2007,J3413,'65 Mustang (3rd Color),Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/e/ee/087.06.jpg/revision/latest?cb=20090715113625
2007,J3414,'70 Plymouth Roadrunner,Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/d/d9/Roadrunner_AGENTAIR_10.jpg/revision/latest?cb=20081128004824
2007,J3414,'70 Plymouth Roadrunner,Motown MetalKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/1/1e/Roadrunner_AGENTAIR_9.jpg/revision/latest?cb=20081128042254
2007,J3415,'67 Camaro,Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/a/a3/089.jpg/revision/latest?cb=20090715113658
2007,J3416,'69 Pontiac GTO,Motown Metal,https://static.wikia.nocookie.net/hotwheels/images/0/0a/090_-%2769_Pontiac_GTO.jpg/revision/latest?cb=20191106133743
2007,J3417,Low Flow,Highway Horror,https://static.wikia.nocookie.net/hotwheels/images/7/74/2006-Low_Flow.jpg/revision/latest?cb=20100514172733
2007,J3418,'32 Ford Vicky,Highway Horror,https://static.wikia.nocookie.net/hotwheels/images/9/99/%2732_Ford_Vicky.JPG/revision/latest?cb=20100217010240
2007,J3419,'49 Merc,Highway Horror,https://static.wikia.nocookie.net/hotwheels/images/2/28/Hiway_%2749_Merc_Harnoze.jpg/revision/latest?cb=20090121235724
2007,J3420,W-Oozie,Highway Horror,https://static.wikia.nocookie.net/hotwheels/images/9/9b/W-Oozie_-_06_Highway_Horror.jpg/revision/latest?cb=20100120051320
2007,J3421,Rigor Motor,Highway Horror,https://static.wikia.nocookie.net/hotwheels/images/1/1f/Rigor_Motor_-_06HighwayHorror.jpg/revision/latest?cb=20100130063816
2007,J3422,Custom '69 Chevy,Red Line,https://static.wikia.nocookie.net/hotwheels/images/f/fe/Custom69chevygreen2.jpg/revision/latest?cb=20100512193054
2007,J3422,Custom '69 Chevy (2nd Color),Red LineKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/e/e8/2006_096_Custom_69_Chevy_Red_Line_Series_1of4_KMart_Day_Exclusive.JPG/revision/latest?cb=20101124115310
2007,J3423,Ford GT-40,Red Line,https://static.wikia.nocookie.net/hotwheels/images/5/59/097.06.jpg/revision/latest?cb=20090715113840
2007,J3424,1968 Nova,Red Line,https://static.wikia.nocookie.net/hotwheels/images/9/93/68_Chevy_Nova_Prp.JPG/revision/latest?cb=20090918010942
2007,J3424,1968 Nova (2nd Color),Red LineKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/f/f2/NovaLimeRF.jpg/revision/latest?cb=20081231053525
2007,J3425,Baja Bug,Red Line,https://static.wikia.nocookie.net/hotwheels/images/0/0f/099.jpg/revision/latest?cb=20090715113939
2007,J3426,1969 Pontiac Firebird,Red Line,https://static.wikia.nocookie.net/hotwheels/images/e/ec/69_Firebird_-_06RL.jpg/revision/latest?cb=20081126005922
2007,J3426,1969 Pontiac Firebird (2nd Color),Red Line,https://static.wikia.nocookie.net/hotwheels/images/4/46/69_Firebird_-_06_Red_Line.jpg/revision/latest?cb=20100120050109
2007,J3427,Montezooma,Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/8/8a/Montezooma_blue.JPG/revision/latest?cb=20091214122649
2007,J3427,Montezooma (2nd Color),Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/3/31/Montezooma_green.JPG/revision/latest?cb=20091214122649
2007,J3428,1971 Buick Riviera,Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/3/3f/71_Riviera_-_06_HiRakers.jpg/revision/latest?cb=20100118234114
2007,J3429,Monte Carlo,Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/0/0d/2006-Monte_Carlo.jpg/revision/latest?cb=20100514173531
2007,J3430,'63 Chevy Impala,Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/e/ea/63_Imapala_-_06_HiRakers.jpg/revision/latest?cb=20100118234642
2007,J3431,Olds 442,Hi-Rakers,https://static.wikia.nocookie.net/hotwheels/images/d/d7/Olds_442_-_06_Hirakers.jpg/revision/latest?cb=20100118235055
2007,J3432,Baja Breaker,WWE,https://static.wikia.nocookie.net/hotwheels/images/c/cb/2006-Baja_Breaker.jpg/revision/latest?cb=20100514175028
2007,J3433,'65 Impala,WWE,https://static.wikia.nocookie.net/hotwheels/images/4/4e/2006-%2765_Impala.jpg/revision/latest?cb=20100514175212
2007,J3434,Ballistik,WWE,https://static.wikia.nocookie.net/hotwheels/images/c/cb/2006-Ballistik.jpg/revision/latest?cb=20100514175254
2007,J3435,Power Panel,WWE,https://static.wikia.nocookie.net/hotwheels/images/f/f6/J3435.jpg/revision/latest?cb=20090507122333
2007,J3436,Sir Ominous,WWE,https://static.wikia.nocookie.net/hotwheels/images/b/b5/2006-Sir_Ominous.jpg/revision/latest?cb=20100514175340
2007,J3486,X-Raycers Ferrari 360 Modena,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/5/55/Ferrari360X_-_06Mainline111.jpg/revision/latest?cb=20100130072551
2007,J3488,Low Carbs,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/1/16/Low_Carbs_-_06_TrackStars.jpg/revision/latest?cb=20100120043359
2007,J3488,Low Carbs,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/1/16/Low_Carbs_-_06_TrackStars.jpg/revision/latest?cb=20100120043359
2007,J3490,Krazy 8s,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/f/f1/2006-Krazy_8s.jpg/revision/latest?cb=20100513032819
2007,J3491,X-Raycers Stockar,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/5/57/2006-Stockar.jpg/revision/latest?cb=20100513033047
2007,J3495,X-Raycers Horseplay,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/6/61/Horse_Play_AGENTAIR_2.jpg/revision/latest?cb=20080920043920
2007,J3496,Bedlam,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/4/4b/Bedlam_-_06Mainline116.jpg/revision/latest?cb=20100130063307
2007,J3487,Chevy 1500,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/c/c6/Chevy1500.darkred.jpg/revision/latest?cb=20090704062710
2007,J3492,'57 Chevy,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/3/30/57chevy.white.jpg/revision/latest?cb=20090707100437
2007,J3489,Brutalistic,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/0/0f/Brutalistic_Track.JPG/revision/latest?cb=20081216061023
2007,J3494,CUL8R,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/7/79/2006-CUL8R.jpg/revision/latest?cb=20100513032851
2007,J3497,Road Rocket,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/9/95/2006-Road_Rocket.jpg/revision/latest?cb=20100513032957
2007,J3493,Sling Shot,Track Aces,https://static.wikia.nocookie.net/hotwheels/images/f/f1/06_OH5_Tack_Aces_Sling_Shot.jpg/revision/latest?cb=20080326033534
2007,K4688,Dairy Delivery,2006 Mystery Car Series,https://static.wikia.nocookie.net/hotwheels/images/1/16/2006_Hotwheels_Dairy_Delivery%2C_Mystery_Car.jpeg/revision/latest?cb=20130203201250
2007,K4689,'70 Chevelle,2006 Mystery Car Series,https://static.wikia.nocookie.net/hotwheels/images/6/6e/70_chevelle_ss_-_06_mystery.jpg/revision/latest?cb=20081218233627
2007,K4690,Airy 8,2006 Mystery Car Series,https://static.wikia.nocookie.net/hotwheels/images/a/a0/Airi8LProMC06.jpg/revision/latest?cb=20081211045508
2007,K4691,'55 Chevy Panel,2006 Mystery Car Series,https://static.wikia.nocookie.net/hotwheels/images/5/53/SD535873.JPG/revision/latest?cb=20101018055208
2007,K4692,Customized VW Drag Bus,2006 Mystery Car Series,https://static.wikia.nocookie.net/hotwheels/images/b/b8/VW_Bus_-_2006_Mystery.jpg/revision/latest?cb=20090607022549
2008,K6133,Dodge Challenger Concept,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/5f/ChallengerC07RF.jpg/revision/latest?cb=20081217004745
2008,K6133,Dodge Challenger Concept (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/6/6f/Challenger_Concept_AGENTAIR_3.png/revision/latest?cb=20080901194716
2008,K6133,Dodge Challenger Concept (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/f/f5/Challenger_Concept_AGENTAIR_4.png/revision/latest?cb=20080901195753
2008,K6133,Dodge Challenger Concept (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/8/8e/Challenger_Concept_AGENTAIR_1.png/revision/latest?cb=20080901192314
2008,K6134,Chevy Camaro Concept,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/9/97/Camaro_Concept_AGENTAIR_7.jpg/revision/latest?cb=20080903021750
2008,K6134,Chevy Camaro Concept (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/1/11/Camaro_Concept_AGENTAIR_5.jpg/revision/latest?cb=20080903021302
2008,K6134,Chevy Camaro Concept (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/8/83/Camaro_Concept_AGENTAIR_6.jpg/revision/latest?cb=20080903021749
2008,K6134,Chevy Camaro Concept (4th Color),2007 New ModelsKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/e/e3/Camaro_Concept_AGENTAIR_4.jpg/revision/latest?cb=20080903021301
2008,K6135,Nitro Doorslammer,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/b/bc/FE_Nitro_Doorslammer.jpg/revision/latest?cb=20080328040924
2008,K6135,Nitro Doorslammer (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/75/DoorSlamRF.jpg/revision/latest?cb=20081217035511
2008,K6136,'69 Ford Mustang,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/3f/69_mustang_AGENTAIR_3.jpg/revision/latest?cb=20081020052147
2008,K6136,'69 Ford Mustang (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/4a/69_mustang_AGENTAIR_2.jpg/revision/latest?cb=20081020052146
2008,K6136,'69 Ford Mustang (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c6/69_mustang_AGENTAIR_4.jpg/revision/latest?cb=20081020052147
2008,K6136,'69 Ford Mustang (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/ea/69_mustang_AGENTAIR_1.jpg/revision/latest?cb=20081020052144
2008,K6137,Dodge Ram 1500,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/37/Dodge_ram_1500_purple.jpg/revision/latest?cb=20110407105533
2008,K6137,Dodge Ram 1500 (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/31/Dodgeram.red.jpg/revision/latest?cb=20090601115418
2008,K6137,Dodge Ram 1500 (3rd Color),2007 New ModelsKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/3/30/07Ram1500-Yellow.jpg/revision/latest?cb=20081119040033
2008,K6137,Dodge Ram 1500 (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/1/11/91AObonQIHL._AC_UL320_SR240%2C320_.jpg/revision/latest?cb=20170826110808
2008,K6138,Shelby Cobra Daytona Coupe,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/8/89/Shelby_Cobra_Daytona_AGENTAIR_2.jpg/revision/latest?cb=20081020232319
2008,K6138,Shelby Cobra Daytona Coupe (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/f/f3/Shelby_Cobra_Daytona_AGENTAIR_4.jpg/revision/latest?cb=20081020232321
2008,K6138,Shelby Cobra Daytona Coupe (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/37/Shelby_Cobra_Daytona_AGENTAIR_1.jpg/revision/latest?cb=20081020232318
2008,K6138,Shelby Cobra Daytona Coupe (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/8/84/Shelby_Cobra_Daytona_AGENTAIR_3.jpg/revision/latest?cb=20081020232320
2008,K6139,Dodge Charger SRT8,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/37/07_Charger_SRT8_-_Top_Banana.JPG/revision/latest?cb=20081205095928
2008,K6139,Dodge Charger SRT8 (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/9/9d/07_Charger_SRT8_-_Go_Mango.JPG/revision/latest?cb=20081205095943
2008,K6139,Dodge Charger SRT8 (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/41/Dodgechargersrt8.jpg/revision/latest?cb=20090623163126
2008,K6140,Rogue Hog,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/43/RHog07LF.jpg/revision/latest?cb=20081216231627
2008,K6141,'66 Chevy Nova,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/41/Nova_ll_AGENTAIR_2.jpg/revision/latest?cb=20081020202516
2008,K6141,'66 Chevy Nova (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/b/bb/Nova_ll_AGENTAIR_1.jpg/revision/latest?cb=20081020202513
2008,K6141,'66 Chevy Nova (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/1/11/Nova_ll_AGENTAIR_5.jpg/revision/latest?cb=20081020202521
2008,K6141,'66 Chevy Nova (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/1/1c/Nova_ll_AGENTAIR_3.jpg/revision/latest?cb=20081020202517
2008,K6142,Buick Grand National,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/5f/Hw_grandnational_2007a.jpg/revision/latest?cb=20080507042125
2008,K6142,Buick Grand National (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/3/30/Regal_AGENTAIR_1.jpg/revision/latest?cb=20080903003100
2008,K6142,Buick Grand National (3rd Color),2007 New ModelsKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/4/45/Regal_AGENTAIR_2.jpg/revision/latest?cb=20080903003122
2008,K6142,Buick Grand National (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/a/a3/Regal_AGENTAIR_3.jpg/revision/latest?cb=20080903003217
2008,K6143,Wastelander,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/42/Wastlander_Black.jpg/revision/latest?cb=20081219221618
2008,K6143,Wastelander (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/0d/Moto-HW450-3.jpg/revision/latest?cb=20110408172033
2008,K6143,Wastelander (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/5a/Moto-HW450-1.jpg/revision/latest?cb=20110408190749
2008,K6143,Wastelander (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/0/01/A1234.jpg/revision/latest?cb=20121226230348
2008,K6144,Straight Pipes,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/f/f4/Hw_straightpipes_2007a.jpg/revision/latest?cb=20080514145020
2008,K6144,Straight Pipes (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/e9/Hw_straightpipes_2007b.jpg/revision/latest?cb=20080514145021
2008,K6144,Straight Pipes (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/8/8d/Hw_straightpipes_2007c.jpg/revision/latest?cb=20080514145021
2008,K6145,Sky Knife,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/1/11/Sky_Knife_Steve_Moran.jpg/revision/latest?cb=20080318032427
2008,K6145,Sky Knife (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/ce/SkyKnifeBluRF.jpg/revision/latest?cb=20081218051122
2008,K6145,Sky Knife (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/4/47/SkyKnifeRedLF.jpg/revision/latest?cb=20081218051121
2008,K6146,Ferrari 599 GTB,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c9/Ferrari_599_GTB_Fiorano_01.JPG/revision/latest?cb=20140526001130
2008,K6146,Ferrari 599 GTB (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/2/21/Ferrari_599_GTB_Fiorano_07.JPG/revision/latest?cb=20140526001145
2008,K6146,Ferrari 599 GTB (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/f/f1/Ferrari_599_GTB_Fiorano_08.JPG/revision/latest?cb=20140526001148
2008,K6147,1966 TV Series Batmobile,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/71/FE_66_Batmobile.jpg/revision/latest?cb=20080401012401
2008,K6148,'70 Pontiac Firebird,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/76/FirebirdRF.jpg/revision/latest?cb=20081223073259
2008,K6148,'70 Pontiac Firebird (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/7f/Untitled.jpg/revision/latest?cb=20091221130358
2008,K6148,'70 Pontiac Firebird (3rd Color),2007 New ModelsKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/f/f4/70_Firebird_-_07FESilver.jpg/revision/latest?cb=20081202222624
2008,K6148,'70 Pontiac Firebird (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/6/6b/70_Pontiac_Firebird_Gold.jpg/revision/latest?cb=20081219044614
2008,K6149,Ford GTX-1,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/58/Ford_gt_AGENTAIR_2.jpg/revision/latest?cb=20080920164515
2008,K6149,Ford GTX-1 (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/d/d5/Ford_GTX-1_-_7060df.jpg/revision/latest?cb=20090825064752
2008,K6149,Ford GTX-1 (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/d/d7/Ford_gt_AGENTAIR_3.jpg/revision/latest?cb=20080920164516
2008,L5364,1964 Ford Galaxie 500XL,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c7/Blue_Galaxie.JPG/revision/latest?cb=20080328170719
2008,L5364,1964 Ford Galaxie 500XL (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/f/f5/Red_Galaxie.JPG/revision/latest?cb=20080328171120
2008,L5364,1964 Ford Galaxie 500XL (3rd Color),2007 New ModelsKmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/1/19/K_mart_Galaxie.JPG/revision/latest?cb=20080328172011
2008,L5364,1964 Ford Galaxie 500XL (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/9/91/White_Galaxie.JPG/revision/latest?cb=20080328171342
2008,K6151,CCM Country Club Muscle,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/c0/CCM_Country_Club_Muscle_-_5743cf.jpg/revision/latest?cb=20081003010931
2008,K6152,Chevy Silverado,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/d/d9/Silverado_-_07FE_Orange.JPG/revision/latest?cb=20081205092445
2008,K6152,Chevy Silverado (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/e/ea/Red_FE_Chevy_Silverado.jpg/revision/latest?cb=20080506015825
2008,K6152,Chevy Silverado (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/c/cb/Silverado_-_07FE_Black.JPG/revision/latest?cb=20081205092446
2008,K6152,Chevy Silverado (4th Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/2/2d/FE_Blue_Chevy_S-10.jpg/revision/latest?cb=20080608045915
2008,K6153,Nitro Scorcher,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/b/b6/Ferracin_on_Nitro.jpg/revision/latest?cb=20090122230651
2008,K6153,Nitro Scorcher (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/7/76/T%C3%A9l%C3%A9chargement.jpg/revision/latest?cb=20170826114328
2008,K6153,Nitro Scorcher (3rd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/a/a2/07042011354.jpg/revision/latest?cb=20110407140825
2008,K6154,1964 Lincoln Continental,2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/5/5d/Blue_Lincoln_conti.JPG/revision/latest?cb=20080328165500
2008,K6154,1964 Lincoln Continental (2nd Color),2007 New Models,https://static.wikia.nocookie.net/hotwheels/images/2/24/White_Lincoln_Contine.JPG/revision/latest?cb=20080328165905
